"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_EUR_WE","MCO","Monaco","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","0.00","C, 1, 12","0.00","C, 2, 12","0.00","C, 3, 12","0.00","C, 4, 12","0.00","C, 5, 12","0.00","C, 6, 12","0.00","C, 7, 12","0.00","C, 8, 12","0.00","C, 9, 12","0.00","C, 10, 12","0.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_EUR_WE","NLD","Netherlands","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","18.18","C, 1, 12","20.32","C, 2, 12","22.86","C, 3, 12","22.34","C, 4, 12","22.67","C, 5, 12","22.75","C, 6, 12","23.36","C, 7, 12","25.07","C, 8, 12","25.19","C, 9, 12","24.65","C, 10, 12","23.49","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_EUR_WE","CHE","Switzerland","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","23.30","C, 1, 12","25.76","C, 2, 12","26.11","C, 3, 12","25.42","C, 4, 12","26.77","C, 5, 12","28.55","C, 6, 12","29.48","C, 7, 12","30.10","C, 8, 12","29.07","C, 9, 12","26.64","C, 10, 12","26.93","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_WORLD","MDG_LAC","Latin America and the Caribbean","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","8.85","C, 1, 12","8.65","C, 2, 12","8.26","C, 3, 12","8.32","C, 4, 12","8.33","C, 5, 12","8.87","C, 6, 12","9.13","C, 7, 12","9.59","C, 8, 12","9.90","C, 9, 12","9.86","C, 10, 12","10.32","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC","MDG_LAC_CAR","Caribbean","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","6.18","C, 1, 12","6.08","C, 2, 12","6.09","C, 3, 12","5.56","C, 4, 12","5.46","C, 5, 12","5.44","C, 6, 12","5.69","C, 7, 12","5.88","C, 8, 12","5.80","C, 9, 12","5.10","C, 10, 12","5.09","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC_CAR","ATG","Antigua and Barbuda","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","27.00","C, 1, 12","24.25","C, 2, 12","25.61","C, 3, 12","27.47","C, 4, 12","27.63","C, 5, 12","29.64","C, 6, 12","32.95","C, 7, 12","35.49","C, 8, 12","26.67","C, 9, 12","23.58","C, 10, 12","22.20","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC_CAR","BHS","Bahamas","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","34.78","C, 1, 12","31.60","C, 2, 12","30.06","C, 3, 12","29.14","C, 4, 12","27.87","C, 5, 12","29.19","C, 6, 12","30.48","C, 7, 12","28.00","C, 8, 12","25.82","C, 9, 12","24.12","C, 10, 12","23.25","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC_CAR","BRB","Barbados","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","20.67","C, 1, 12","17.54","C, 2, 12","17.41","C, 3, 12","16.78","C, 4, 12","17.01","C, 5, 12","20.38","C, 6, 12","21.22","C, 7, 12","16.32","C, 8, 12","17.85","C, 9, 12","16.80","C, 10, 12","13.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC_CAR","CUB","Cuba","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","8.47","C, 1, 12","8.48","C, 2, 12","8.52","C, 3, 12","7.68","C, 4, 12","7.60","C, 5, 12","6.76","C, 6, 12","7.00","C, 7, 12","7.71","C, 8, 12","7.86","C, 9, 12","7.34","C, 10, 12","7.21","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC_CAR","DOM","Dominican Republic","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","5.41","C, 1, 12","5.31","C, 2, 12","5.27","C, 3, 12","4.43","C, 4, 12","4.18","C, 5, 12","4.68","C, 6, 12","4.94","C, 7, 12","5.12","C, 8, 12","4.98","C, 9, 12","4.11","C, 10, 12","4.42","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC_CAR","HTI","Haiti","True","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","1.12","C, 1, 12","1.11","C, 2, 12","1.06","C, 3, 12","1.04","C, 4, 12","1.11","C, 5, 12","1.15","C, 6, 12","1.19","C, 7, 12","1.28","C, 8, 12","1.20","C, 9, 12","1.27","C, 10, 12","1.34","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC_CAR","JAM","Jamaica","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","8.66","C, 1, 12","8.80","C, 2, 12","9.00","C, 3, 12","9.07","C, 4, 12","9.13","C, 5, 12","9.75","C, 6, 12","10.42","C, 7, 12","9.51","C, 8, 12","10.21","C, 9, 12","7.09","C, 10, 12","7.18","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC_CAR","TTO","Trinidad and Tobago","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","5.24","C, 1, 12","5.55","C, 2, 12","5.95","C, 3, 12","5.56","C, 4, 12","5.43","C, 5, 12","5.96","C, 6, 12","6.04","C, 7, 12","6.32","C, 8, 12","6.00","C, 9, 12","4.92","C, 10, 12","4.24","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC","M49_LAC_CA","Central America","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","7.68","C, 1, 12","7.64","C, 2, 12","7.55","C, 3, 12","7.82","C, 4, 12","7.67","C, 5, 12","7.80","C, 6, 12","7.89","C, 7, 12","7.83","C, 8, 12","7.60","C, 9, 12","7.22","C, 10, 12","7.34","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_CA","BLZ","Belize","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","10.26","C, 1, 12","10.58","C, 2, 12","10.13","C, 3, 12","10.78","C, 4, 12","10.53","C, 5, 12","10.20","C, 6, 12","10.65","C, 7, 12","11.49","C, 8, 12","9.51","C, 9, 12","9.56","C, 10, 12","9.10","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_CA","CRI","Costa Rica","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","6.75","C, 1, 12","6.35","C, 2, 12","6.23","C, 3, 12","5.89","C, 4, 12","5.98","C, 5, 12","6.40","C, 6, 12","6.43","C, 7, 12","6.90","C, 8, 12","6.98","C, 9, 12","5.78","C, 10, 12","5.80","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_CA","SLV","El Salvador","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","5.28","C, 1, 12","5.06","C, 2, 12","5.02","C, 3, 12","5.09","C, 4, 12","4.82","C, 5, 12","4.82","C, 6, 12","5.06","C, 7, 12","5.23","C, 8, 12","5.11","C, 9, 12","5.04","C, 10, 12","5.04","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_CA","GTM","Guatemala","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","3.33","C, 1, 12","3.48","C, 2, 12","3.42","C, 3, 12","3.67","C, 4, 12","3.57","C, 5, 12","3.78","C, 6, 12","3.76","C, 7, 12","3.83","C, 8, 12","3.66","C, 9, 12","3.51","C, 10, 12","3.44","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_CA","HND","Honduras","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","3.31","C, 1, 12","3.49","C, 2, 12","3.45","C, 3, 12","3.51","C, 4, 12","3.48","C, 5, 12","3.52","C, 6, 12","3.88","C, 7, 12","4.01","C, 8, 12","3.98","C, 9, 12","4.22","C, 10, 12","4.09","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_CA","MEX","Mexico","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","8.79","C, 1, 12","8.79","C, 2, 12","8.70","C, 3, 12","9.01","C, 4, 12","8.87","C, 5, 12","8.98","C, 6, 12","9.08","C, 7, 12","8.95","C, 8, 12","8.64","C, 9, 12","8.20","C, 10, 12","8.39","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_CA","NIC","Nicaragua","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","3.30","C, 1, 12","3.22","C, 2, 12","3.11","C, 3, 12","3.52","C, 4, 12","3.22","C, 5, 12","3.27","C, 6, 12","3.19","C, 7, 12","3.35","C, 8, 12","3.24","C, 9, 12","3.28","C, 10, 12","3.35","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_CA","PAN","Panama","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","8.69","C, 1, 12","7.31","C, 2, 12","6.93","C, 3, 12","7.53","C, 4, 12","7.24","C, 5, 12","8.10","C, 6, 12","7.64","C, 7, 12","7.72","C, 8, 12","8.63","C, 9, 12","8.01","C, 10, 12","7.63","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","MDG_LAC","M49_LAC_SA","South America","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","9.57","C, 1, 12","9.29","C, 2, 12","8.75","C, 3, 12","8.77","C, 4, 12","8.86","C, 5, 12","9.61","C, 6, 12","9.94","C, 7, 12","10.63","C, 8, 12","11.20","C, 9, 12","11.36","C, 10, 12","12.00","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_SA","ARG","Argentina","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","13.03","C, 1, 12","12.46","C, 2, 12","8.45","C, 3, 12","9.22","C, 4, 12","9.79","C, 5, 12","10.79","C, 6, 12","10.83","C, 7, 12","11.85","C, 8, 12","11.68","C, 9, 12","10.99","C, 10, 12","12.06","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_SA","BOL","Bolivia (Plurinational State of)","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","4.45","C, 1, 12","4.16","C, 2, 12","4.38","C, 3, 12","4.28","C, 4, 12","3.98","C, 5, 12","4.03","C, 6, 12","4.12","C, 7, 12","4.28","C, 8, 12","4.46","C, 9, 12","4.90","C, 10, 12","4.56","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_SA","BRA","Brazil","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","8.82","C, 1, 12","8.52","C, 2, 12","8.38","C, 3, 12","8.27","C, 4, 12","8.37","C, 5, 12","9.10","C, 6, 12","9.63","C, 7, 12","10.47","C, 8, 12","11.39","C, 9, 12","11.87","C, 10, 12","12.98","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_SA","CHL","Chile","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","16.49","C, 1, 12","17.48","C, 2, 12","17.55","C, 3, 12","17.75","C, 4, 12","16.52","C, 5, 12","17.19","C, 6, 12","16.46","C, 7, 12","15.86","C, 8, 12","16.07","C, 9, 12","16.23","C, 10, 12","17.40","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_SA","COL","Colombia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","6.40","C, 1, 12","5.62","C, 2, 12","5.56","C, 3, 12","6.28","C, 4, 12","6.63","C, 5, 12","7.13","C, 6, 12","7.59","C, 7, 12","7.97","C, 8, 12","8.14","C, 9, 12","8.15","C, 10, 12","7.87","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_SA","ECU","Ecuador","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","6.40","C, 1, 12","7.03","C, 2, 12","7.22","C, 3, 12","7.24","C, 4, 12","7.60","C, 5, 12","7.69","C, 6, 12","7.85","C, 7, 12","8.11","C, 8, 12","8.92","C, 9, 12","9.21","C, 10, 12","8.91","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_LAC_SA","GUY","Guyana","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","136.69","C, 1, 12","100.15","C, 2, 12","104.42","C, 3, 12","89.55","C, 4, 12","84.69","C, 5, 12","97.11","C, 6, 12","90.59","C, 7, 12","99.87","C, 8, 12","100.26","C, 9, 12","94.88","C, 10, 12","107.25","C, 11, 12"
